Date,Mean_PCP,Mean_Tmax,Mean_Tmin,rh,solar,wind
26-03-1995,24.2,27.7,14.4,0.25,24.91,5.49
27-03-1995,12.2,23.8,12.2,0.2,24.43,5.72
28-03-1995,22,30.2,15.6,0.31,18.91,5.23
29-03-1995,0,30.3,12.2,0.4,17.05,5.83
30-03-1995,5,28.4,13.3,0.43,16.47,5.78
31-03-1995,0.2,26.6,12.2,0.29,25.87,5.54
01-04-1995,0,29.2,13.3,0.29,26.07,5.06
02-04-1995,0,30.2,12.2,0.23,20.65,5.18
03-04-1995,0,25.4,13.3,0.34,11.82,8.4
04-04-1995,0,31.2,14.4,0.34,22.98,5.05
05-04-1995,0,32.8,13.3,0.41,13.64,4.97
06-04-1995,0,34.6,14.4,0.28,25.28,4.31
07-04-1995,0,25.6,15.6,0.21,22.03,4.73
08-04-1995,0,35.8,16.7,0.24,24.26,4.03
09-04-1995,0,35,18.9,0.26,26.2,5.1
10-04-1995,6.4,36.2,16.7,0.44,19.21,4.9
11-04-1995,11,35,15.6,0.31,25.17,4.76
12-04-1995,0,34.8,14.4,0.27,21.96,5.08
13-04-1995,0,32.3,14.4,0.23,25.95,5.32
14-04-1995,0,29.2,14.4,0.34,15.37,4.53
15-04-1995,0,29.5,16.7,0.21,25.78,4.8
16-04-1995,0,30.4,15.6,0.17,27.52,5.43
17-04-1995,0,31.9,16.7,0.14,26.82,5.37
18-04-1995,0.9,34.5,15.6,0.12,27.9,5.2
19-04-1995,10.4,37.8,16.7,0.12,27.47,5.28
20-04-1995,0,38.8,15.6,0.19,21.77,4.99
21-04-1995,19.8,38.2,14.4,0.14,26.58,5.45
22-04-1995,0,40,16.7,0.15,27.81,5.71
23-04-1995,1,35.7,18.9,0.18,27.04,5.57
24-04-1995,0,32.2,18.9,0.24,25.94,5.36
25-04-1995,1,30.4,18.9,0.19,26.64,4.57
26-04-1995,0.7,33.4,20,0.15,28.34,5.31
27-04-1995,1.5,36.5,21.1,0.19,27.94,4.39
28-04-1995,0,33.3,21.1,0.3,26.44,3
29-04-1995,0,37,21.1,0.28,27.5,4.4
30-04-1995,0,34.7,21.1,0.31,28.21,5.76
01-05-1995,0,34.4,21.1,0.26,28.79,5.59
02-05-1995,0,43.6,21.1,0.23,29.18,5.53
03-05-1995,4,34.3,17.8,0.2,29.28,5.74
04-05-1995,0,35,20,0.17,29.18,5.45
05-05-1995,0,32.6,22.2,0.14,29.28,5.66
06-05-1995,3.5,31.3,22.2,0.18,27,4.46
07-05-1995,0,31.5,24.4,0.35,13.97,5.58
08-05-1995,0,32.1,24.4,0.21,28.23,4.37
09-05-1995,0,32.8,25.6,0.18,28.94,4.58
10-05-1995,0,33.8,26.7,0.17,29.09,5.41
11-05-1995,0,31.3,23.3,0.13,28.49,5.02
12-05-1995,0,37.9,23.3,0.16,28.56,5.84
13-05-1995,0,35.1,24.4,0.14,28.96,5.32
14-05-1995,0,35.6,26.7,0.14,30.51,5.62
15-05-1995,0,38.7,26.7,0.1,30.55,5.93
16-05-1995,0,37.4,26.7,0.09,30.87,6.1
17-05-1995,0,36.1,25,0.1,30.78,5.6
18-05-1995,0,40.1,25.6,0.12,30.03,5.04
19-05-1995,0,44.1,26.7,0.13,29.46,5.47
20-05-1995,0,34.7,25.6,0.1,30.01,5.39
21-05-1995,0,38.6,24.4,0.09,29.92,5.6
22-05-1995,1,39,24.4,0.09,30.61,5.59
23-05-1995,0,39.1,23.3,0.12,30.6,5.3
24-05-1995,0,45.2,24.4,0.1,31.01,5.51
25-05-1995,0,42.5,24.4,0.11,30.63,5.01
26-05-1995,0,40.6,23.3,0.12,30.59,4.74
27-05-1995,0,44.2,22.2,0.14,30.06,4.53
28-05-1995,0,38.4,22.2,0.15,29.86,4.4
29-05-1995,0,36.4,22.2,0.13,29.96,4.42
30-05-1995,0,39.1,24.4,0.14,29.43,4.79
31-05-1995,0,37.9,26.7,0.13,29.98,4.6
01-06-1995,0,32.4,27.8,0.12,29.67,4.86
02-06-1995,0,32.1,28.3,0.11,30.02,5.28
03-06-1995,0,42.8,26.7,0.13,30.28,5.18
04-06-1995,0,37.8,26.7,0.11,30.35,5.1
05-06-1995,0,33.5,26.7,0.1,30.17,4.95
06-06-1995,0,37.6,27.8,0.15,29.15,4.61
07-06-1995,0,37.4,28.3,0.32,25,2.76
08-06-1995,0,36.7,28.9,0.51,25.12,3.05
09-06-1995,0,40.8,30,0.7,5.31,3.29
10-06-1995,0,34,31.1,0.55,26.38,3.85
11-06-1995,0,39.6,30,0.32,29.51,3.69
12-06-1995,0,36.9,28.3,0.34,29.77,3.95
13-06-1995,1.6,44.4,27.8,0.31,29.24,4.21
14-06-1995,7,39.5,25.6,0.26,29.25,4.5
15-06-1995,0,44,27.8,0.31,28.13,2.63
16-06-1995,0,34.6,28.9,0.34,27.88,2.94
17-06-1995,0,41.7,30,0.29,28.72,3.6
18-06-1995,5.9,36.7,23.3,0.31,28.26,3.57
19-06-1995,8.2,41.1,21.1,0.25,28.46,4.05
20-06-1995,3.5,40.4,21.1,0.27,29.2,3.8
21-06-1995,3.2,30,23.3,0.42,28.33,2.55
22-06-1995,0,36.8,22.2,0.52,26.08,2.6
23-06-1995,0.6,38.3,21.1,0.43,28.1,2.42
24-06-1995,0,43.9,22.2,0.39,27.3,3.09
25-06-1995,0,35.1,22.8,0.41,27.24,2.82
26-06-1995,0,37.6,25.6,0.5,26.06,1.8
27-06-1995,0,32.1,26.7,0.47,27.98,2.88
28-06-1995,14.9,37.2,21.7,0.56,27.95,2.46
29-06-1995,0,35,24.4,0.65,16.92,2.25
30-06-1995,0,35.8,26.7,0.66,27.04,2.23
01-07-1995,9.5,34.1,22.2,0.6,27.3,2.04
02-07-1995,0,34.8,26.7,0.64,26.7,1.74
03-07-1995,26.3,32.9,22.2,0.65,27.2,1.39
04-07-1995,68,35.4,21.1,0.67,24.69,1.91
05-07-1995,92,32.9,22.2,0.66,26.88,2.06
06-07-1995,20,34.9,23.3,0.78,3.89,2.33
07-07-1995,25,39.6,23.3,0.6,25.93,2.48
08-07-1995,3.7,32,23.3,0.64,10.94,2.77
09-07-1995,9.7,32.2,23.3,0.79,7.23,1.6
10-07-1995,0,32.7,23.3,0.83,13.74,1.22
11-07-1995,6.6,30.6,22.2,0.75,19.33,2.23
12-07-1995,0,31.5,22.2,0.75,5.33,2.79
13-07-1995,0,27.2,23.3,0.64,26.86,1.49
14-07-1995,0,25.7,25.6,0.59,26.1,3.51
15-07-1995,0.3,28.6,25.6,0.81,3.64,3.94
16-07-1995,37.9,35.4,23.3,0.74,7.17,2.4
17-07-1995,0,31.3,25.6,0.72,26.17,1.7
18-07-1995,23.8,33.7,23.3,0.69,24.89,2.01
19-07-1995,0,29.5,23.3,0.79,14.52,1.53
20-07-1995,0,28.7,25.6,0.88,5.74,1.37
21-07-1995,0,31,24.4,0.81,10.26,2.28
22-07-1995,0,31.8,24.4,0.84,3.37,2.78
23-07-1995,1,36.9,23.3,0.63,22.22,2.08
24-07-1995,0.6,31.6,22.2,0.63,24.99,1.81
25-07-1995,9.8,33.1,22.2,0.71,22.1,2.09
26-07-1995,1.5,30.3,24.4,0.78,3.96,2.81
27-07-1995,1.5,35.4,24.4,0.7,11.78,2.01
28-07-1995,63.5,27,24.4,0.72,3.14,2.29
29-07-1995,13,34.7,22.2,0.7,19.34,1.85
30-07-1995,46,25.7,22.2,0.81,25.27,2.15
31-07-1995,141,25.1,21.1,0.86,23.91,1.99
01-08-1995,0,30.8,22.2,0.88,10.79,0.91
02-08-1995,0,32.3,23.3,0.83,23.97,1.65
03-08-1995,48,32.9,22.2,0.82,24.6,1.75
04-08-1995,11.9,29.4,23.3,0.85,23.14,1.95
05-08-1995,1.5,34.8,23.3,0.81,24.23,2.17
06-08-1995,0.3,31,23.3,0.77,24.58,2.68
07-08-1995,12.3,30,22.2,0.82,21.16,1.93
08-08-1995,10.5,32.1,23.3,0.87,15.98,2.33
09-08-1995,6.5,30.7,22.2,0.81,2.9,3.99
10-08-1995,7.5,32.8,22.2,0.77,23.21,2.57
11-08-1995,46.6,33.3,23.3,0.8,22.98,2.6
12-08-1995,22.4,33.6,22.2,0.74,23.5,3.28
13-08-1995,7.5,31.5,23.3,0.72,23.88,1.83
14-08-1995,63,29.2,21.1,0.77,22.84,2.08
15-08-1995,7,33,22.2,0.76,19.11,1.64
16-08-1995,0,30.7,23.3,0.85,3.26,1.33
17-08-1995,7,29.8,22.2,0.76,5.81,1.44
18-08-1995,11.9,36.2,23.3,0.58,23.77,2.15
19-08-1995,52,30.3,22.2,0.55,18.87,3.06
20-08-1995,1.5,29.6,21.1,0.52,23.19,3.01
21-08-1995,4.7,31.4,23.3,0.69,7.28,2.9
22-08-1995,2.4,30.9,21.1,0.92,0.96,2.58
23-08-1995,2.6,30.6,22.2,0.89,3.82,2.25
24-08-1995,0,35.7,23.3,0.77,13.94,2.06
25-08-1995,2.5,34,23.3,0.54,24.32,3.31
26-08-1995,0,31.6,23.3,0.75,22.01,1.75
27-08-1995,13,32.4,22.2,0.86,3.72,1.97
28-08-1995,1.2,33,23.3,0.73,21.64,1.74
29-08-1995,7.9,32.7,23.3,0.73,22.82,2.06
30-08-1995,18.5,33.8,21.1,0.68,22.45,2.54
31-08-1995,10,34,21.1,0.56,22.68,2.96
01-09-1995,0.2,32.7,21.1,0.46,23.09,4.12
02-09-1995,3.6,33.4,22.2,0.37,23.25,3.96
03-09-1995,18.2,34.3,21.1,0.3,23.09,4.3
04-09-1995,49.5,34.4,20,0.35,23.18,3.93
05-09-1995,92.2,35.9,21.1,0.43,22.88,3.32
06-09-1995,3.3,29.2,20,0.47,22.76,3.13
07-09-1995,0,31.2,20,0.4,22.59,3.76
08-09-1995,0,31,21.1,0.38,22.52,3.91
09-09-1995,0,33.5,21.7,0.46,22.4,3.02
10-09-1995,0,33.8,21.1,0.56,22.02,2.75
11-09-1995,0,33.7,23.3,0.55,21.63,3.03
12-09-1995,1.2,38,20,0.44,21.5,3.42
13-09-1995,0,32.5,21.1,0.41,21.38,3.83
14-09-1995,0,34,21.1,0.58,21.1,2.63
15-09-1995,0,34,21.1,0.62,20.8,2.41
16-09-1995,0,29.9,20,0.46,20.86,4.07
17-09-1995,0,34.6,20,0.45,20.86,4.17
18-09-1995,0,28.6,20,0.45,20.86,3.93
19-09-1995,0,31.4,21.1,0.38,20.9,3.9
20-09-1995,0,28.4,20,0.32,20.7,4
21-09-1995,0,36.6,21.1,0.3,20.15,5.12
22-09-1995,0,33,20,0.24,20.27,5.47
23-09-1995,0,36.5,21.1,0.28,20.55,4.57
24-09-1995,0,35.6,21.1,0.3,20.54,4.08
25-09-1995,0,36.6,20.6,0.34,20.26,3.59
26-09-1995,0,37.1,21.1,0.34,20.08,3.65
27-09-1995,0,35.2,20.6,0.32,19.73,3.54
28-09-1995,0,36.5,21.1,0.37,19.52,3.33
29-09-1995,5.7,37.3,23.3,0.3,19.46,4.26
30-09-1995,0,32.5,21.1,0.28,19.59,3.82
01-10-1995,0,34.6,20,0.19,19.52,3.91
02-10-1995,0,33.5,20,0.22,19.45,3.76
03-10-1995,0,33.2,15.6,0.18,18.91,4.1
04-10-1995,0,31.1,20,0.29,14.57,4.71
05-10-1995,0,33.3,19.4,0.18,18.65,4.3
06-10-1995,0,32.6,18.9,0.17,18.65,5.08
07-10-1995,0,36.3,18.9,0.14,18.15,5.57
08-10-1995,0,32.6,19.4,0.31,13.97,4.75
09-10-1995,0,36,20,0.19,14.99,5.55
10-10-1995,0,29.6,19.4,0.2,17.93,4.23
11-10-1995,0,30.5,18.9,0.14,18.3,4.43
12-10-1995,0,30.4,18.9,0.17,18.58,3.98
13-10-1995,0,33.8,19.4,0.19,15.23,4.28
14-10-1995,0,35.9,18.9,0.18,17.73,4.28
15-10-1995,0,32.7,18.9,0.16,18.14,4.15
16-10-1995,0,32.8,19.4,0.21,17.68,4.17
17-10-1995,0,33.1,16.7,0.23,13.84,4.09
18-10-1995,4.2,31.7,16.7,0.29,13.72,4.2
19-10-1995,0,31.5,16.7,0.28,14.42,4.21
20-10-1995,0,32.9,16.7,0.26,17.04,3.88
21-10-1995,0,30.2,17.8,0.23,17.02,4.04
22-10-1995,0,31.1,16.7,0.26,17.01,3.28
23-10-1995,0,30.8,14.4,0.21,16.71,3.58
24-10-1995,0,30.2,15.6,0.17,16.56,3.97
25-10-1995,0,29.6,14.4,0.17,16.53,4.31
26-10-1995,0,28,14.4,0.2,16.1,3.78
27-10-1995,0,31.6,13.3,0.2,16.16,3.98
28-10-1995,0,31.3,14.4,0.19,16.22,4.25
29-10-1995,0,32.6,14.4,0.22,16.33,4.16
30-10-1995,0,33.8,14.4,0.29,15.78,3.19
31-10-1995,0,29.1,13.3,0.29,15.89,3.59
01-11-1995,5,27.1,13.3,0.28,16.01,3.27
02-11-1995,0,28.6,13.3,0.18,16,4.09
03-11-1995,0,27.1,14.4,0.15,15.87,3.61
04-11-1995,0,29.1,14.4,0.25,15.17,3.28
05-11-1995,0,25.1,13.9,0.29,14.42,3.99
06-11-1995,0,28.4,14.4,0.22,14.85,4.31
07-11-1995,0,23.7,14.4,0.16,15.16,4.31
08-11-1995,0,25.7,13.9,0.14,15.25,4.05
09-11-1995,0,31.5,14.4,0.14,15.17,4.12
10-11-1995,0,23.5,13.3,0.19,14.91,4.07
11-11-1995,0,26.8,13.3,0.19,14.94,4.05
12-11-1995,0,30.7,12.8,0.18,14.99,4.47
13-11-1995,0,28.1,12.8,0.22,15.07,4.08
14-11-1995,0,28,13.3,0.23,14.77,3.27
15-11-1995,0,28.5,12.8,0.21,14.54,4.1
16-11-1995,0,28.6,12.2,0.46,7.23,5.12
17-11-1995,0,23.9,12.8,0.37,6.62,4.77
18-11-1995,0,26.1,13.3,0.3,14.07,3.41
19-11-1995,0,29,12.2,0.22,14.42,3.95
20-11-1995,0,25.8,11.1,0.21,14.29,3.83
21-11-1995,0,26.7,11.1,0.2,14.08,4.3
22-11-1995,0,25,11.1,0.18,14.07,4.93
23-11-1995,0,24.5,10,0.2,13.95,3.52
24-11-1995,0,25.2,10,0.3,13.67,3.03
25-11-1995,0,24.8,10,0.26,12.26,2.86
26-11-1995,0,26,10,0.35,11.19,3.11
27-11-1995,0,24.9,8.9,0.22,13.05,4.26
28-11-1995,0,27.9,10,0.43,5.38,4.71
29-11-1995,0.5,27.1,10,0.16,12.98,5.19
30-11-1995,0,24.1,8.9,0.16,13.64,4.09
01-12-1995,0,24.4,7.8,0.32,11.88,2.55
02-12-1995,0,18.3,8.9,0.34,4.79,3.45
03-12-1995,0,20.2,7.8,0.26,12.55,2.81
04-12-1995,0,20.1,7.8,0.17,10.26,3.35
05-12-1995,0,23.7,6.7,0.27,11.8,3.51
06-12-1995,0,20.5,8.9,0.25,9.76,3.79
07-12-1995,0,26.9,7.8,0.16,12.23,4.52
08-12-1995,0,16.4,11.1,0.32,12.74,3.41
09-12-1995,2.8,18.3,12.2,0.43,10.12,3.23
10-12-1995,0,18.1,12.2,0.55,1.61,4.62
11-12-1995,0.4,18.7,12.2,0.26,13.44,3.86
12-12-1995,0,21,10,0.21,13.18,3.73
13-12-1995,0,24.4,10,0.24,13.54,3.61
14-12-1995,0,23.1,11.1,0.37,13.28,3.69
15-12-1995,0,20.7,10,0.36,9.58,3.7
16-12-1995,0,22.7,10,0.34,12.01,4.51
17-12-1995,0,20.5,8.9,0.36,12.94,4.49
18-12-1995,0,23.6,8.9,0.4,10.99,4.08
19-12-1995,0,23.1,8.9,0.46,0.07,6.12
20-12-1995,0,24.6,8.9,0.36,13.19,4.43
21-12-1995,1.6,16.6,10,0.36,13.23,3.89
22-12-1995,0,19.8,11.1,0.31,13.3,3.9
23-12-1995,0.2,14.2,8.9,0.33,13.63,4.01
24-12-1995,0,23.4,8.9,0.29,12.37,3.7
25-12-1995,0,26.4,8.9,0.28,13.61,4.43
26-12-1995,0,19.9,7.8,0.34,13.96,3.2
27-12-1995,0,22.8,7.8,0.29,13.52,3.54
28-12-1995,0,20.8,8.9,0.26,13.65,3.62
29-12-1995,0,25.1,8.9,0.22,11.4,4.24
30-12-1995,0,18.6,8.9,0.23,13.48,5.04
31-12-1995,0,18.5,11.1,0.28,11.36,3.52
01-01-1996,0,22.6,10,0.58,7.03,3.43
02-01-1996,0,22.6,8.9,0.69,8.16,4.71
03-01-1996,0,22.3,8.9,0.82,0.75,3.37
04-01-1996,0,17.9,8.9,0.71,3.22,3.68
05-01-1996,0,25.9,8.9,0.41,13.96,3.78
06-01-1996,0,16,8.9,0.42,14.1,3.46
07-01-1996,0,19.6,7.8,0.39,14.03,3.15
08-01-1996,0,18.2,8.9,0.32,13.4,3.86
09-01-1996,0,19.7,8.9,0.39,12.26,3.92
10-01-1996,0,23.5,8.9,0.66,2.39,5.09
11-01-1996,0,21,7.8,0.29,14.85,4.36
12-01-1996,0,17.3,7.2,0.31,13.51,3.96
13-01-1996,0,24.7,7.8,0.34,14.92,3.48
14-01-1996,0,21.4,10,0.37,15.44,3.08
15-01-1996,9.7,15.1,10,0.28,15.62,3.52
16-01-1996,46.3,17.4,6.7,0.21,15.89,3.63
17-01-1996,2.7,18.9,5.6,0.23,16.42,4.55
18-01-1996,0,17.9,6.7,0.21,16,4.35
19-01-1996,0,18.3,6.7,0.19,14.93,3.72
20-01-1996,0,19.2,6.1,0.2,12.84,4.22
21-01-1996,0,13.3,6.7,0.22,16.64,4.36
22-01-1996,1.3,19.6,7.8,0.25,16.48,3.26
23-01-1996,11.4,19.8,8.9,0.23,15.87,3.56
24-01-1996,3,18.4,6.7,0.23,16.49,4.31
25-01-1996,0,21,7.8,0.28,16.22,4.29
26-01-1996,0,13.4,6.7,0.29,15.58,4.1
27-01-1996,0,16.4,7.8,0.4,13.09,4.84
28-01-1996,0,16.5,6.7,0.77,3.08,3.51
29-01-1996,0,20.7,7.8,0.59,8.13,2.43
30-01-1996,0,21.5,7.8,0.44,17.02,3.61
31-01-1996,0,15.4,7.8,0.36,17.28,3.71
01-02-1996,0,19.1,8.9,0.3,17.22,3.83
02-02-1996,0,22.4,7.8,0.51,13.9,3.97
03-02-1996,0,18,10,0.36,15.03,5.52
04-02-1996,0,18.6,8.9,0.21,18.27,4.82
05-02-1996,0,20.2,10,0.21,18.34,4.48
06-02-1996,0,24.6,10,0.23,17.33,4.78
07-02-1996,0,22.2,10,0.19,18.34,4.38
08-02-1996,0,22.5,12.2,0.24,18.56,4.08
09-02-1996,0,14.9,13.3,0.23,17.68,5.37
10-02-1996,14.5,18.8,10,0.22,18.28,4.47
11-02-1996,5.5,16.8,8.9,0.58,6.03,4.63
12-02-1996,0,17.9,8.9,0.66,3.61,4.98
13-02-1996,0,17.3,10,0.74,5.6,3.3
14-02-1996,0,23.1,11.1,0.6,8.9,3.42
15-02-1996,11,18,10,0.31,19.28,4.78
16-02-1996,0,20.9,8.9,0.29,19.21,5.89
17-02-1996,0,21.2,9.4,0.27,19.95,4.65
18-02-1996,0,17.8,8.9,0.29,14.02,5.88
19-02-1996,0,22.2,8.9,0.33,9.35,4.53
20-02-1996,0,22.2,8.9,0.27,20.49,4.32
21-02-1996,0,17.5,10,0.25,20.37,4.04
22-02-1996,0,19,9.4,0.26,20.47,4.16
23-02-1996,0,18,7.8,0.28,19.04,5.24
24-02-1996,4.1,21.9,7.8,0.29,12.53,5.52
25-02-1996,13.5,20.8,7.8,0.27,20.58,4.52
26-02-1996,40,26.8,7.8,0.29,19.51,4.65
27-02-1996,4.5,19.2,8.9,0.27,20.52,4.62
28-02-1996,0,22.2,8.9,0.25,19.34,6.25
29-02-1996,0,24.7,8.9,0.24,14.32,5.62
01-03-1996,0,27.2,11.1,0.24,21.82,4.41
02-03-1996,0,22.4,13.3,0.2,20.97,5.34
03-03-1996,0,19.5,13.3,0.62,6.88,6.3
04-03-1996,0,22.2,13.3,0.61,5.92,6.51
05-03-1996,0,17.6,13.3,0.83,1.24,4.87
06-03-1996,0,21.5,14.4,0.62,9.53,5.88
07-03-1996,0,24.4,15.6,0.31,20.04,5.56
08-03-1996,0,22.6,14.4,0.25,22.29,5.33
09-03-1996,0,18,13.3,0.44,10.31,3.78
10-03-1996,0,17.7,17.8,0.32,20.49,5.03
11-03-1996,0,19,13.3,0.36,18.3,4.32
12-03-1996,0,23.6,15.6,0.32,23.07,5.06
13-03-1996,0,26.3,15.6,0.35,21.18,4.87
14-03-1996,0,26.6,15.6,0.33,23.28,4.78
15-03-1996,0,22.9,16.7,0.26,23.33,5.45
16-03-1996,4.2,27.3,14.4,0.4,16.6,7.35
17-03-1996,6.5,24.2,14.4,0.33,16.32,5.46
18-03-1996,20.4,23.8,13.3,0.22,22.84,4.08
19-03-1996,5.2,26.9,14.4,0.2,25.26,5.82
20-03-1996,1.2,26.2,13.3,0.21,25.3,5.34
21-03-1996,3.6,28.7,13.3,0.16,25.35,5.9
22-03-1996,7.2,19.5,14.4,0.19,24.69,7.19
23-03-1996,0,27.2,14.4,0.17,24.51,7.18
24-03-1996,0,22.8,13.3,0.16,21.76,6.87
25-03-1996,0,25.8,14.4,0.25,14.09,7.02
26-03-1996,0,29.3,13.3,0.2,18.89,5.53
27-03-1996,0,26,14.4,0.15,25.84,4.95
28-03-1996,0,23.2,14.4,0.11,26.77,5.1
29-03-1996,2.5,23,14.4,0.13,26.36,5.88
30-03-1996,0.4,24.2,15.6,0.14,25.73,6.56
31-03-1996,0,24.2,13.3,0.14,21.34,6.63
01-04-1996,0,28.3,12.2,0.18,26.25,5.93
02-04-1996,0,25.8,12.2,0.15,27,4.41
03-04-1996,0,26.2,14.4,0.16,26.36,4.26
04-04-1996,0,33.6,16.7,0.15,26.35,4
05-04-1996,0,31.7,18.9,0.19,26.19,4.25
06-04-1996,0,30.6,20,0.21,25.88,4.96
07-04-1996,1.3,25.5,18.9,0.16,25.73,5.17
08-04-1996,0,30.6,17.8,0.21,22.01,4.67
09-04-1996,0,32.3,16.7,0.26,17.94,4.94
10-04-1996,0,27.9,15.6,0.24,18.5,4.64
11-04-1996,0,32.9,17.8,0.24,24.26,3.69
12-04-1996,0,32.7,13.3,0.23,26.57,5.38
13-04-1996,0,29.9,18.9,0.16,27.79,4.6
14-04-1996,0,34.6,18.9,0.15,27.59,4.87
15-04-1996,0,30.3,18.9,0.18,27.29,5.08
16-04-1996,0,27,20,0.17,23.47,5.27
17-04-1996,0,30.3,21.1,0.16,26.28,6.35
18-04-1996,0,31,21.1,0.14,22.01,5.32
19-04-1996,0,34.6,22.2,0.1,28.34,4.72
20-04-1996,0.8,28.6,18.9,0.1,27.51,4.86
21-04-1996,0,29.6,20,0.14,16.66,5.04
22-04-1996,0,34.7,21.1,0.11,20.64,5.78
23-04-1996,14,35.7,17.8,0.14,24.61,4.9
24-04-1996,0,33.4,17.8,0.1,29.28,4.26
25-04-1996,0,39,18.9,0.08,29.68,5.69
26-04-1996,0,33.8,20,0.1,29.05,6.44
27-04-1996,0,37,22.2,0.1,28.29,6.15
28-04-1996,0,39.4,22.2,0.18,26.67,5.75
29-04-1996,0,35,22.2,0.22,18.58,5.74
30-04-1996,4.5,31.8,23.3,0.13,28.07,6.23
01-05-1996,6.5,34.4,18.9,0.2,25.35,6.34
02-05-1996,0,36.6,22.2,0.2,23.63,5.55
03-05-1996,0,35.5,22.2,0.24,23.31,5.44
04-05-1996,0,34.1,23.3,0.21,20.7,4.75
05-05-1996,0,39,23.3,0.24,28.04,5.39
06-05-1996,0,36.7,24.4,0.19,28.84,5.64
07-05-1996,0,31.4,22.2,0.17,28.08,5.02
08-05-1996,0,37.7,24.4,0.23,27.34,4.83
09-05-1996,0,39.4,23.3,0.28,13.67,3.34
10-05-1996,0,31.7,23.3,0.53,8.33,3.9
11-05-1996,0,43.6,23.3,0.28,21.27,3.54
12-05-1996,11.5,39.9,16.7,0.23,24.8,3.5
13-05-1996,0,33.5,21.1,0.2,28.75,3.47
14-05-1996,0,35.8,23.3,0.12,30.34,4.17
15-05-1996,0,32,22.2,0.16,30.08,5.62
16-05-1996,1.2,35.4,21.1,0.16,29.18,6.6
17-05-1996,0,39,20,0.17,22.79,6.29
18-05-1996,0,33.7,20,0.16,29,4.79
19-05-1996,0.2,31.9,20.6,0.14,30.03,6.2
20-05-1996,0,35.9,21.1,0.19,26.89,6.64
21-05-1996,0,30.1,21.1,0.16,30.09,6.2
22-05-1996,0,30.6,22.2,0.11,29.86,6.03
23-05-1996,0.5,36.4,22.2,0.22,27.39,4.73
24-05-1996,0,45.3,23.3,0.22,28.02,3.44
25-05-1996,0,39.1,23.3,0.15,30.11,4.53
26-05-1996,0,39.5,22.2,0.17,30.09,5.19
27-05-1996,0,36.6,23.3,0.2,29.5,3.97
28-05-1996,0,40,24.4,0.23,29.26,4.11
29-05-1996,0,38.9,23.3,0.2,29.62,3.65
30-05-1996,3,37.1,22.2,0.19,29.63,3.2
31-05-1996,0,42.2,24.4,0.21,29.46,3.21
01-06-1996,0,38.4,26.7,0.22,28.92,3.37
02-06-1996,0,43.5,25.6,0.23,28.51,4.5
03-06-1996,0,36.6,26.7,0.2,29.08,4.15
04-06-1996,0,35.4,27.8,0.18,29.56,4.52
05-06-1996,1.2,36.8,24.4,0.27,26.46,2.18
06-06-1996,0,36.9,24.4,0.43,20.06,2.77
07-06-1996,0,38.3,25.6,0.55,19.4,3.43
08-06-1996,0,39.5,26.7,0.69,5.98,3.56
09-06-1996,30.6,34.1,18.9,0.68,22.21,1.59
10-06-1996,0,38.4,22.2,0.68,21.8,1.42
11-06-1996,0,39.4,24.4,0.64,28.62,2.41
12-06-1996,0,34.6,25.6,0.64,21.5,3.1
13-06-1996,0,40.5,25.6,0.56,27.68,2.65
14-06-1996,11.1,35.8,22.2,0.61,28.69,2.62
15-06-1996,0,41.6,22.2,0.52,28.81,3.42
16-06-1996,0.4,37.9,23.3,0.41,28.92,3.36
17-06-1996,0,38,23.3,0.41,28.15,3.32
18-06-1996,39.4,42.7,21.1,0.44,24.07,3.59
19-06-1996,32.2,37.7,22.2,0.46,29.1,2.38
20-06-1996,3.5,33.4,23.3,0.46,29.06,3.32
21-06-1996,14.2,39.7,22.2,0.43,28.57,3.03
22-06-1996,10,39.9,23.3,0.51,18.11,2.4
23-06-1996,0.4,35.4,23.3,0.35,28.4,3.09
24-06-1996,8,36.8,24.4,0.34,28.66,2.79
25-06-1996,17.9,40.7,23.3,0.36,28.73,3.28
26-06-1996,14,36.9,24.4,0.46,28.47,2.68
27-06-1996,54.4,31.8,23.3,0.46,27.85,2.94
28-06-1996,3.4,37.7,23.3,0.37,28.76,3.14
29-06-1996,13.5,36.2,21.7,0.29,29.02,3.28
30-06-1996,56,36.7,20,0.44,26.95,2.85
01-07-1996,0,33.8,22.2,0.39,27.74,2.93
02-07-1996,0,33.3,21.1,0.51,25.33,3.03
03-07-1996,0.4,33.1,22.2,0.6,22.41,3.52
04-07-1996,0,38,23.3,0.47,27.6,3.21
05-07-1996,2.5,33.1,21.1,0.48,24.14,2.58
06-07-1996,43.1,29.6,22.2,0.4,27.38,3.54
07-07-1996,0,33.7,22.8,0.4,28.61,3.47
08-07-1996,0,34.4,22.2,0.44,28.08,3.92
09-07-1996,7.6,39.3,24.4,0.37,27.96,2.98
10-07-1996,0,28.9,23.3,0.45,26.64,2.06
11-07-1996,4.2,30.5,23.3,0.51,15.04,2.1
12-07-1996,5.2,33.3,24.4,0.42,18.13,2.37
13-07-1996,0.5,31.4,23.3,0.42,24.66,2.82
14-07-1996,46,30,23.3,0.55,25.53,1.99
15-07-1996,4.4,33.7,22.2,0.63,26.12,2.67
16-07-1996,23.4,33.3,23.3,0.8,17.36,1.71
17-07-1996,2.6,28.4,23.9,0.79,22.97,1.59
18-07-1996,0,31.2,24.4,0.8,26.04,1.47
